Date,TempHighF,TempLowF,TempAvgF,DewPointAvgF,HumidityAvgPercent,sealevelpressure,VisibilityAvgMiles,PrecipitationSumInches,Events
4/24/2014,86.5,66.1,74.2,62.5,69,1009.5,9.8,0,
4/24/2014,88,67,78,62,63,1009.813636,10,0, 
4/25/2014,87.9,60.8,74.8,54.9,51.3,1013.3,9.8,0,
4/25/2014,88,63,76,54,51,1013.2,10,0, 
4/26/2014,84,67.9,74.1,65.8,76.1,1007.9,7.3,0,
4/26/2014,86,68,77,66,73,1008.459091,6,,Rain
4/27/2014,94.7,73.6,80.6,66.7,66.8,1000.2,6.7,0,
4/27/2014,96,73,85,66,51,1000.670455,6,0, 
4/28/2014,91.5,68.6,80.3,39.9,28.8,1002.6,9.6,0,
4/28/2014,93,66,80,39,39,1002.702273,10,0, 
4/29/2014,82.6,59.8,72.1,35.2,29.1,1007.6,9.9,0,
4/29/2014,84,60,72,34,36,1008.120455,10,0, 
4/30/2014,74.4,56.4,65.3,33.6,31.3,1018.4,9.9,0,
4/30/2014,75,57,66,33,32,1018.618182,10,0, 
5/1/2014,76.5,50.3,63.9,34.4,38.3,1019.9,9.9,0,
5/1/2014,77,52,65,33,39,1019.972727,10,0, 
5/2/2014,81.6,55.1,67.5,35.8,34.6,1016.5,9.9,0,
5/2/2014,83,56,70,35,33,1016.586364,10,0, 
5/3/2014,91.1,58.4,74.4,36.7,28.7,1015.8,9.9,0,
5/3/2014,94,58,76,35,27,1015.909091,10,0, 
5/4/2014,89.6,60.8,75.5,37.8,26.8,1016.6,9.9,0,
5/4/2014,91,61,76,37,27,1016.586364,10,0, 
5/5/2014,91.1,59.5,74.1,55.6,56.1,1013,9.8,0,
5/5/2014,92,60,76,56,61,1012.861364,10,0, 
5/6/2014,85.4,64.1,72.8,61.7,69.6,1009.1,9.9,0,
5/6/2014,87,65,76,62,66,1009.475,10,0, 
5/7/2014,87,70.2,76.2,64.5,68.3,1009.1,9.9,0,
5/7/2014,88,70,79,64,65,1009.475,10,0, 
5/8/2014,82.7,73.3,76.5,70.1,81.1,1008.9,6.4,0.045,rain
5/8/2014,84,73,79,70,75,1009.475,6,0.06,Rain
5/9/2014,84.1,68.9,76.2,66.5,73.1,1011,6.6,0,
5/9/2014,86,66,76,68,69,1012.184091,5,,"Rain , Thunderstorm"
5/10/2014,89.2,58.8,74.7,62.2,68.1,1010.4,9.3,0,
5/10/2014,91,60,76,62,71,1010.490909,10,0, 
5/11/2014,91.2,71.7,79.8,66.8,66.9,1007.6,9.5,0,
5/11/2014,93,72,83,67,63,1008.120455,9,0, 
5/12/2014,80.8,64.3,76.7,71.3,83.6,1008.8,6.6,1.506,rain
5/12/2014,82,62,72,70,87,1010.490909,5,2.45,"Fog , Rain , Thunderstorm"
5/13/2014,66.4,55.8,60.5,53.7,79.8,1018.8,8.2,1.938,rain
5/13/2014,67,55,61,54,73,1018.956818,8,0.94,"Rain , Thunderstorm"
5/14/2014,74.5,52.2,62.2,43.9,58.7,1023.7,9.5,0.161,rain
5/14/2014,76,51,64,43,57,1024.036364,10,0.14,Rain
5/15/2014,82.1,46.2,64.9,42.2,51.1,1023.3,9.9,0,
5/15/2014,84,46,65,41,55,1023.359091,10,0, 
5/16/2014,84.5,60.6,72.2,43.1,38.3,1018,9.9,0,
5/16/2014,86,61,74,43,40,1017.940909,10,0, 
5/17/2014,85.6,60,72.1,54.1,56.1,1014.7,9.9,0,
5/17/2014,86,60,73,55,58,1014.893182,10,0, 
5/18/2014,84.1,60.6,72.7,58.8,65,1016.6,9.7,0,
5/18/2014,85,62,74,59,67,1016.925,10,0, 
5/19/2014,84.8,66.3,74.8,61.3,65.5,1015.7,9.8,0,
5/19/2014,86,66,76,61,65,1015.909091,10,0, 
5/20/2014,87.8,67.6,76.8,62.6,63.9,1015.9,9.9,0,
5/20/2014,89,67,78,62,63,1016.247727,10,0, 
5/21/2014,88.5,69.7,77.8,63.9,64.5,1016.2,9.9,0,
5/21/2014,89,70,80,64,61,1016.586364,10,0, 
5/22/2014,86.9,69.7,76.8,65.4,69.6,1017.1,9.5,0,
5/22/2014,87,70,79,65,70,1017.602273,10,, 
5/23/2014,83,71.1,74.7,66.7,77.1,1016.6,9,0.245,rain
5/23/2014,84,71,78,67,69,1016.925,8,0.19,"Fog , Rain"
5/24/2014,83.5,69.8,76,68.1,77.2,1015,9.4,0.005,rain
5/24/2014,86,70,78,68,79,1015.570455,9,, 
5/25/2014,86.3,71.7,77.8,65.8,68.1,1014.6,9.9,0,
5/25/2014,87,72,80,66,66,1015.231818,10,,Thunderstorm
5/26/2014,75.5,64.6,70.1,65.5,85.8,1015.3,8.4,1.49,rain
5/26/2014,75,64,70,65,83,1015.909091,8,1.56,"Rain , Thunderstorm"
5/27/2014,72.8,62.7,67.5,64.5,90.3,1013.5,8.1,1.639,rain
5/27/2014,73,63,68,64,86,1014.215909,6,1.75,"Fog , Rain , Thunderstorm"
5/28/2014,82.3,68.2,74.2,65.2,75.3,1011.5,8.1,0.079,rain
5/28/2014,84,68,76,66,74,1011.845455,7,0, 
5/29/2014,88.7,65.3,76.8,63.7,66.8,1010.7,9.9,0,
5/29/2014,89,66,78,63,66,1010.829545,10,0, 
5/30/2014,91.5,68.6,79.8,65.2,63.6,1009.8,9.9,0,
5/30/2014,94,68,81,65,60,1009.813636,10,0, 
5/31/2014,90.5,70.6,80.5,67.6,66.7,1010.8,9.8,0,
5/31/2014,93,70,82,67,63,1010.829545,10,0, 
6/1/2014,88.1,71,79.3,68.6,71.8,1011.7,8.5,0,
6/1/2014,88,71,80,69,69,1012.522727,8,0, 
6/2/2014,89.3,73.7,80.9,69.6,70.2,1012.4,9.8,0,
6/2/2014,91,74,83,69,67,1012.861364,10,0, 
6/3/2014,88.7,74.6,80.9,70.4,71.5,1013.9,9.9,0,
6/3/2014,90,75,83,70,67,1014.554545,10,, 
6/4/2014,89.4,73.2,80.6,70.1,71.9,1011,9.9,0,
6/4/2014,91,74,83,70,70,1011.168182,10,0, 
6/5/2014,89.6,73.7,81.1,70.6,71.5,1009.4,9.9,0,
6/5/2014,91,74,83,70,72,1009.813636,10,0, 
6/6/2014,90.4,73.5,81,70.1,70.9,1011.3,9.8,0,
6/6/2014,92,73,83,70,70,1011.845455,10,0, 
6/7/2014,91.1,73.7,82,70,68.9,1011.7,9.9,0,
6/7/2014,92,74,83,70,71,1012.184091,10,0, 
6/8/2014,89.4,75.3,81.4,70.1,70.2,1011.1,9.8,0,
6/8/2014,90,76,83,70,67,1011.845455,10,,Rain
6/9/2014,83.8,69.5,78,71.5,80.8,1008.5,8.9,0.38,rain
6/9/2014,86,68,77,71,78,1009.475,8,0.55,"Rain , Thunderstorm"
6/10/2014,90.7,63.9,77.4,61.8,63.5,1010.7,9.8,0.037,rain
6/10/2014,92,64,78,61,64,1010.829545,10,0, 
6/11/2014,93,65.6,80.6,66.1,64.2,1010.2,9.9,0,
6/11/2014,94,66,80,66,64,1010.152273,10,0, 
6/12/2014,91.7,67.1,82.8,72.5,71.9,1009.4,8.9,0.598,rain
6/12/2014,92,68,80,72,68,1009.813636,9,1.49,"Rain , Thunderstorm"
6/13/2014,89.3,66.8,78.1,68.5,73.9,1013,9.8,0.415,rain
6/13/2014,89,68,79,,75,1014.215909,,0, 
6/14/2014,87.5,73.6,80.1,72.2,78.3,1011.8,9.4,0,
6/14/2014,87,73,92,,77,1013.538636,,0, 
6/15/2014,92.7,75.4,82.6,71.5,71.4,1011.2,9.8,0,
6/15/2014,91,74,83,,,1012.522727,,0, 
6/16/2014,91.2,75.4,83.2,72.4,72.1,1014.1,8.4,0,
6/16/2014,92,75,84,,72,1015.570455,,, 
6/17/2014,91.6,77,83.5,71.4,68.6,1014.4,9.3,0,
6/17/2014,92,75,84,69,69,1015.570455,10,0, 
6/18/2014,91.3,77.9,83,71.4,69.8,1013.8,9.4,0.015,rain
6/18/2014,92,77,85,72,68,1014.554545,9,0.02,Rain
6/19/2014,90.1,76.6,82.3,70.5,69,1015.2,9.9,0.008,rain
6/19/2014,91,76,84,71,68,1015.909091,10,0.01, 
6/20/2014,89.6,73.7,81,70.1,71.3,1016.4,9.8,0,
6/20/2014,91,75,83,71,69,1017.263636,10,0, 
6/21/2014,91.2,74.6,81.7,71.4,72.6,1014.4,9.4,0,
6/21/2014,92,75,84,72,72,1015.570455,10,, 
6/22/2014,88.2,77.9,81.9,71.1,70.9,1011.8,8.8,0,
6/22/2014,90,76,83,72,70,1012.522727,9,, 
6/23/2014,87.6,70.5,79.7,72,78.3,1012.2,9.2,0.195,rain
6/23/2014,88,68,78,72,75,1013.538636,8,0.27,"Rain , Thunderstorm"
6/24/2014,91.6,73.2,80.8,72,76,1015.2,9.7,0.172,rain
6/24/2014,93,74,84,72,72,1015.909091,9,0.24,"Fog , Rain , Thunderstorm"
6/25/2014,86.8,72,78.5,72.5,82.6,1015.3,9.1,0.419,rain
6/25/2014,89,71,80,72,77,1016.247727,8,0.49,"Fog , Rain , Thunderstorm"
6/26/2014,86.9,71.3,77.5,70.6,80.5,1013.7,9.6,0.017,rain
6/26/2014,88,71,80,71,76,1014.215909,10,0.01,Rain
6/27/2014,90.8,74.6,81.1,71.6,74.2,1010.8,9.7,0.003,rain
6/27/2014,91,75,83,72,69,1011.506818,10,, 
6/28/2014,92,78.4,83.4,72.7,71.4,1011.2,9.5,0,
6/28/2014,93,78,86,73,69,1011.845455,10,, 
6/29/2014,93.8,77,84.5,72.7,69.3,1014.3,8.8,0,
6/29/2014,95,77,86,73,69,1014.893182,9,0, 
6/30/2014,94.9,76.9,84.2,71.2,67.6,1013.6,8.6,0,
6/30/2014,96,77,87,71,64,1013.877273,9,0, 
7/1/2014,94.9,75.4,84,69.9,65.9,1012.7,9.4,0,
7/1/2014,96,75,86,70,64,1013.2,10,0, 
7/2/2014,95.9,73.1,83.7,69.2,65.1,1015.6,9.3,0.003,rain
7/2/2014,97,73,85,69,64,1015.909091,10,0, 
7/3/2014,95.9,72,81.4,68.7,68.7,1018,9.5,0.197,rain
7/3/2014,96,72,84,69,62,1018.618182,10,0.07,"Rain , Thunderstorm"
7/4/2014,91.3,71.5,78.9,67.9,71.9,1020.5,9.8,0,
7/4/2014,93,71,82,68,67,1020.988636,10,0,Thunderstorm
7/5/2014,92.1,68.7,79.2,68.8,72.6,1019.8,9.1,0,
7/5/2014,94,69,82,69,70,1019.972727,10,0, 
7/6/2014,92.6,71.6,81.6,69.6,70.6,1016.1,8.2,0,
7/6/2014,95,72,84,70,72,1016.925,8,0, 
7/7/2014,94.6,72.3,83.7,67.1,60.7,1014.7,9.9,0,
7/7/2014,96,73,85,67,61,1014.893182,10,0, 
7/8/2014,96.3,72.6,84.7,68.4,62.3,1015.3,9.8,0,
7/8/2014,98,74,86,68,63,1015.570455,10,0, 
7/9/2014,97.3,71.2,84.3,64.9,56.2,1015.7,9.7,0,
7/9/2014,98,72,85,66,59,1015.909091,10,0, 
7/10/2014,94.5,70.2,82.1,67.5,64.9,1015.8,9.6,0,
7/10/2014,96,72,84,68,64,1016.247727,10,0, 
7/11/2014,94.5,70,81,65.9,63.8,1018.2,9.8,0,
7/11/2014,95,71,83,67,60,1018.956818,10,0, 
7/12/2014,96.4,70.2,83.6,64.9,58.4,1018.9,9.2,0,
7/12/2014,98,71,85,66,59,1019.295455,9,0, 
7/13/2014,98.2,73.1,86.3,67.5,57.2,1016.8,9.9,0,
7/13/2014,100,74,87,67,63,1016.925,10,0, 
7/14/2014,99.7,75,86.5,66.7,55.6,1014.6,9.9,0,
7/14/2014,101,75,88,67,55,1014.554545,10,0, 
7/15/2014,90.9,73.3,81.3,70.6,71.3,1014.3,9.8,0.072,rain
7/15/2014,92,73,83,71,71,1014.554545,10,0.06,"Rain , Thunderstorm"
7/16/2014,94.3,73.6,81.3,71.1,73.8,1013.3,9.4,0.249,rain
7/16/2014,95,73,84,71,68,1014.215909,8,0.31,"Rain , Thunderstorm"
7/17/2014,89.7,75.7,81.5,73,76.4,1010.4,9,1.031,rain
7/17/2014,89,74,82,74,77,1011.168182,7,3.53,"Fog , Rain , Thunderstorm"
7/18/2014,77.2,72.7,74.8,70.6,87.2,1013.1,7.7,2.127,rain
7/18/2014,78,72,75,71,87,1013.538636,7,1.52,"Rain , Thunderstorm"
7/19/2014,84.5,69.8,77.2,68.3,74.7,1015.1,8.7,0,
7/19/2014,86,70,78,68,76,1015.570455,9,0, 
7/20/2014,93.5,73.6,82.4,72.6,73.8,1014.1,9,0,
7/20/2014,94,74,84,72,73,1014.554545,9,0, 
7/21/2014,95.1,76.5,85.8,72.9,67.9,1014.3,8.7,0,
7/21/2014,96,77,87,73,70,1014.893182,9,0, 
7/22/2014,96,75.1,85.3,71.3,65.5,1015.5,9.7,0,
7/22/2014,96,76,86,72,68,1016.247727,10,0, 
7/23/2014,96.5,74.7,86,70.9,63.4,1015.9,9,0,
7/23/2014,97,75,86,71,66,1015.909091,9,0, 
7/24/2014,93.2,75,83.4,71.1,68.5,1015,8.8,0.082,rain
7/24/2014,94,74,84,72,70,1015.570455,8,0.09,Rain
7/25/2014,95.2,74.5,85,70.1,63.5,1014.5,9.8,0,
7/25/2014,96,75,86,70,63,1014.554545,10,0, 
7/26/2014,96.9,75,86.4,70.6,62.6,1014.3,9.5,0,
7/26/2014,98,76,87,71,66,1014.215909,10,0, 
7/27/2014,97.9,74.2,85.9,70.5,63.9,1015.5,9.7,0,
7/27/2014,98,75,87,71,64,1015.909091,10,0, 
7/28/2014,98.6,73.7,85.9,68.5,60.1,1017.1,9.6,0,
7/28/2014,99,74,87,69,62,1017.602273,10,0, 
7/29/2014,96.4,74.4,84.9,70,63.1,1016.9,9.9,0,
7/29/2014,97,76,87,70,63,1016.925,10,0, 
7/30/2014,95.4,74.9,84.8,67.1,58.7,1014.6,9.9,0,
7/30/2014,96,76,86,68,60,1014.893182,10,0, 
7/31/2014,96.1,77.6,84.4,70.4,64.4,1013.2,9.9,0,
7/31/2014,97,77,87,71,64,1013.877273,10,0, 
8/1/2014,89.8,73.5,80.5,65.1,60.4,1015,9.9,0,
8/1/2014,91,73,82,65,59,1015.231818,10,0, 
8/2/2014,88.1,67.6,78.1,65.8,68,1016.3,9.7,0,
8/2/2014,90,68,79,66,70,1016.586364,10,0, 
8/3/2014,92.8,70.2,81,66.2,63.3,1015.7,9.7,0,
8/3/2014,94,71,83,66,62,1015.909091,10,0, 
8/4/2014,92.5,72.8,82.8,69.1,64.9,1015,9.2,0,
8/4/2014,94,72,83,69,66,1015.231818,9,0, 
8/5/2014,96.4,72.3,84.6,67.8,60,1015.6,9.7,0,
8/5/2014,97,73,85,68,61,1015.570455,10,0, 
8/6/2014,97.1,74.1,85.9,68.1,59.3,1014.3,9.8,0,
8/6/2014,99,76,88,68,64,1014.554545,10,0, 
8/7/2014,101.6,76.7,88.3,69.8,58.6,1011.8,8.9,0,
8/7/2014,102,77,90,71,59,1012.522727,8,0, 
8/8/2014,100.5,76.5,88.5,69.6,58.5,1012,9.9,0,
8/8/2014,102,76,89,70,60,1012.184091,10,0, 
8/9/2014,98.7,76.1,88,68.3,56.4,1013.6,9.8,0,
8/9/2014,100,77,89,68,60,1013.877273,10,0, 
8/10/2014,99.8,76.9,88.3,69.5,57.6,1014.3,9.9,0,
8/10/2014,101,77,89,69,58,1014.554545,10,0, 
8/11/2014,100.1,77.8,84.5,71.3,67.5,1015.5,9.9,0.036,rain
8/11/2014,102,76,89,71,62,1015.909091,10,0.05,"Rain , Thunderstorm"
8/12/2014,98.4,73.3,85.5,67.4,60.5,1015.7,9.9,0,
8/12/2014,100,73,87,66,62,1015.570455,10,0, 
8/13/2014,96.7,68.6,83.8,56.9,42,1016,9.9,0,
8/13/2014,97,69,83,57,45,1016.247727,10,0, 
8/14/2014,97.1,70,84.5,61.1,48.2,1014.7,9.9,0,
8/14/2014,98,70,84,61,50,1014.893182,10,0, 
8/15/2014,99.8,74.1,86.7,67.5,56.9,1013.1,9.9,0,
8/15/2014,101,75,88,69,58,1014.215909,10,0, 
8/16/2014,101.7,76.7,88.6,69.2,57.5,1012,9.9,0,
8/16/2014,104,77,91,69,57,1011.845455,10,0, 
8/17/2014,100.1,78.7,87,70,60.6,1012.8,9.9,0,
8/17/2014,101,79,90,71,56,1013.2,10,0, 
8/18/2014,99,77.7,87.6,70.1,59.5,1011.8,9.8,0,
8/18/2014,102,78,90,71,59,1012.522727,10,0, 
8/19/2014,95.3,75.9,85.7,68,57.9,1011.4,9.8,0,
8/19/2014,96,77,87,68,55,1011.506818,10,0,Thunderstorm
8/20/2014,100.6,78.2,87.7,69.8,59.6,1012.4,9.6,0,
8/20/2014,102,78,90,71,57,1013.2,10,0, 
8/21/2014,101.6,79.8,88.8,69.4,57.6,1015,9.9,0,
8/21/2014,103,80,92,71,55,1015.231818,10,0, 
8/22/2014,101.5,78.8,89,68,54.8,1015.2,9.9,0,
8/22/2014,103,79,91,69,55,1015.570455,10,0, 
8/23/2014,99.8,74.1,87.2,68.8,59.4,1013.6,9.7,0,
8/23/2014,101,75,88,69,62,1013.877273,10,0, 
8/24/2014,100.1,76.5,87.9,68.6,57.2,1012,9.9,0,
8/24/2014,101,77,89,70,59,1012.522727,10,0, 
8/25/2014,100.5,75.6,88.1,67.2,54.1,1012.2,9.9,0,
8/25/2014,101,76,89,67,59,1012.522727,10,0, 
8/26/2014,97.4,77,86.7,67.5,54.3,1013.4,9.8,0.026,rain
8/26/2014,101,77,89,68,52,1013.538636,10,,"Rain , Thunderstorm"
8/27/2014,96.8,74.6,85.7,66.1,56.5,1014.3,9.8,0,
8/27/2014,98,76,87,66,58,1014.554545,10,0, 
8/28/2014,95.5,75.4,84.1,70.2,64.6,1012,9.9,0,
8/28/2014,99,76,88,71,61,1012.184091,10,0, 
8/29/2014,94.4,76.9,82.4,71.9,72.6,1010.8,9.9,0.051,rain
8/29/2014,96,77,87,72,64,1011.506818,10,0.07,"Rain , Thunderstorm"
8/30/2014,93,74.9,83.3,71,69.9,1012.1,9.9,0,
8/30/2014,95,74,85,72,69,1012.861364,10,0, 
8/31/2014,96.4,74.2,84.2,71.5,68.4,1012.8,9.9,0,
8/31/2014,99,74,87,72,68,1013.538636,10,0, 
9/1/2014,99.9,77.9,86.9,71.3,63.9,1011.6,9.6,0,
9/1/2014,101,78,90,72,62,1012.522727,10,0, 
9/2/2014,96.7,77.5,85.9,72.1,66.1,1012.3,9.9,0.008,rain
9/2/2014,98,78,88,73,66,1012.861364,10,0.01, 
9/3/2014,97.7,76.1,84.9,69.5,63.6,1013.4,9.9,0,
9/3/2014,100,76,88,70,61,1014.215909,10,0, 
9/4/2014,95.8,75.2,82.2,72.3,73.8,1014.9,9.6,0.71,rain
9/4/2014,99,73,86,74,65,1015.909091,8,0.98,"Fog , Rain , Thunderstorm"
9/5/2014,96.2,77.4,83.3,71.8,71.6,1015.9,9.7,0.02,rain
9/5/2014,97,77,87,73,63,1016.586364,10,0.02,Rain
9/6/2014,95,73.5,83.6,70.5,68.2,1015.6,9.8,0,
9/6/2014,97,74,86,71,67,1016.247727,10,0.19,"Rain , Thunderstorm"
9/7/2014,88.2,73.6,79.5,71.7,78.8,1016.1,8.7,0.321,rain
9/7/2014,89,74,82,72,78,1017.263636,8,0.22,"Rain , Thunderstorm"
9/8/2014,94.3,70.9,82.1,69.1,68.5,1014.8,9.8,0,
9/8/2014,96,72,84,69,70,1014.893182,10,0, 
9/9/2014,96.2,74.2,84.7,69.4,63.2,1012.7,9.9,0,
9/9/2014,97,74,86,69,63,1012.522727,10,0, 
9/10/2014,98.3,76.9,86.2,70.1,61.9,1009.5,9.9,0,
9/10/2014,99,77,88,71,63,1010.152273,10,0, 
9/11/2014,96.8,76.7,86.5,70.5,62.4,1011.6,9.9,0,
9/11/2014,99,78,89,71,60,1012.184091,10,0, 
9/12/2014,94.4,67.9,80.9,70.1,72.4,1014.8,9.5,0.523,rain
9/12/2014,96,66,81,70,67,1015.909091,9,0.51,"Rain , Thunderstorm"
9/13/2014,66.5,60.5,62.8,60.2,91.2,1021.3,6.9,0.5,rain
9/13/2014,66,60,63,60,92,1022.343182,5,0.68,Rain
9/14/2014,75.8,64.2,68.6,63.9,85.3,1021.2,7.8,0,
9/14/2014,77,64,71,64,87,1021.327273,8,0, 
9/15/2014,86.4,69.4,76.8,68,75.6,1018.6,9,0,
9/15/2014,88,69,79,68,76,1018.956818,9,0, 
9/16/2014,93.4,74.5,81.3,71.9,75.4,1016.3,9.3,0.018,rain
9/16/2014,94,74,84,72,70,1016.247727,10,0.02,"Rain , Thunderstorm"
9/17/2014,88.2,74.9,80.8,73.4,79.5,1012.6,9.4,0.004,rain
9/17/2014,91,75,83,74,75,1013.538636,9,0.35,"Rain , Thunderstorm"
9/18/2014,88.7,71.6,77.6,72.5,86,1010.7,8.1,3.253,rain
9/18/2014,90,72,81,73,78,1011.845455,7,3.66,"Fog , Rain , Thunderstorm"
9/19/2014,84.1,74,77.9,73.5,87.2,1011.5,8.7,0.24,rain
9/19/2014,86,74,80,74,85,1012.184091,8,0.13,Rain
9/20/2014,86.9,73.7,78.9,72.7,82.5,1013.3,9.4,0.134,rain
9/20/2014,90,74,82,73,78,1013.877273,9,0.21,Rain
9/21/2014,89.7,72.7,80.3,69.6,72.3,1016,9.8,0,
9/21/2014,90,72,81,70,71,1016.247727,10,0, 
9/22/2014,91.1,70,79.9,67.9,68.9,1018,9.9,0,
9/22/2014,91,70,81,68,69,1018.279545,10,0, 
9/23/2014,83.9,66.3,74.9,58.7,58.8,1018.8,9.9,0,
9/23/2014,85,67,76,58,57,1018.956818,10,0, 
9/24/2014,82.7,59.6,71.4,56.2,61.6,1019.1,9.9,0,
9/24/2014,84,60,72,56,64,1019.295455,10,0, 
9/25/2014,82.3,62.1,72.6,61.7,69.6,1019.4,9.8,0,
9/25/2014,83,62,73,62,74,1019.295455,10,, 
9/26/2014,83.1,67.1,75.4,64.2,69.8,1017.4,9.9,0,
9/26/2014,85,66,76,64,71,1017.940909,10,0, 
9/27/2014,79.3,69.9,74.3,66.2,76.5,1015.9,9.8,0.003,rain
9/27/2014,80,68,74,66,78,1015.909091,10,,Rain
9/28/2014,87.4,64.8,74.9,64.3,72.7,1015.1,8.6,0,
9/28/2014,88,66,77,65,72,1015.231818,8,0, 
9/29/2014,87.8,66.1,76.9,63.8,66.5,1013.3,9.9,0,
9/29/2014,89,67,78,64,68,1013.2,10,0, 
9/30/2014,88.8,64.3,77.2,65.4,69.1,1010,9.9,0,
9/30/2014,90,65,78,65,70,1010.152273,10,0, 
10/1/2014,91.5,74.5,81.6,70.4,70.9,1008.1,9.9,0,
10/1/2014,92,76,84,70,68,1008.797727,10,0, 
10/2/2014,91.6,78.4,83.1,72.4,71.5,1009.1,9,0.107,rain
10/2/2014,92,76,84,72,72,1009.813636,9,0.03,"Rain , Thunderstorm"
10/3/2014,83.9,64.7,74.5,51.4,46.7,1017.9,9.9,0,
10/3/2014,85,65,75,51,44,1017.940909,10,0,Thunderstorm
10/4/2014,78.5,58.4,67.6,48.5,52.6,1020.2,9.9,0,
10/4/2014,80,59,70,48,51,1019.972727,10,0, 
10/5/2014,85.9,60,72.3,61.3,71,1012.5,9.9,0,
10/5/2014,87,62,75,62,69,1012.522727,10,0, 
10/6/2014,87.7,72.8,77.5,68.6,75.2,1010.8,9.9,0,
10/6/2014,89,72,81,69,73,1011.168182,10,0, 
10/7/2014,92.6,71.4,80.5,68.5,70.2,1012.5,9.2,0,
10/7/2014,94,72,83,70,67,1013.2,9,0, 
10/8/2014,89.2,72.3,80.5,69.1,70.9,1014.6,9.8,0,
10/8/2014,90,74,82,70,70,1015.231818,10,0, 
10/9/2014,91.5,75.1,81.7,70.1,70.4,1013,9.9,0.003,rain
10/9/2014,92,75,84,71,69,1013.538636,10,,Rain
10/10/2014,91.1,74.6,81.3,69.6,70.2,1011.4,9.9,0,
10/10/2014,92,75,84,70,66,1012.184091,10,0, 
10/11/2014,78,60.5,67.4,61.9,82.7,1016.2,9,1.315,rain
10/11/2014,78,59,69,62,85,1017.263636,7,1.42,"Fog , Rain"
10/12/2014,75.5,62.2,66.7,61.5,83.4,1012.4,8.9,0.008,rain
10/12/2014,77,61,69,63,86,1011.845455,9,0.01,"Rain , Thunderstorm"
10/13/2014,75.5,60.3,71.4,57.6,64.6,1009.5,9.8,0.066,rain
10/13/2014,76,61,69,59,63,1009.136364,10,0.09,"Rain , Thunderstorm"
10/14/2014,79.7,53.4,65.1,43.4,49.1,1018.8,9.9,0,
10/14/2014,80,51,66,43,49,1018.956818,10,0, 
10/15/2014,87.6,53.9,68.2,46.1,50.4,1017.9,9.9,0,
10/15/2014,88,56,72,46,46,1017.940909,10,0, 
10/16/2014,85.9,54.2,69.7,48.5,50.1,1013.9,9.9,0,
10/16/2014,86,57,72,49,50,1013.877273,10,0, 
10/17/2014,86.6,59.8,71.6,59,67,1012.4,9.9,0,
10/17/2014,87,61,74,60,69,1012.522727,10,0, 
10/18/2014,84.8,64.3,73.8,63.5,72.4,1015.3,9.7,0,
10/18/2014,86,66,76,64,67,1015.909091,10,0, 
10/19/2014,81.3,65,71.8,62.8,74.7,1017.3,9.7,0,
10/19/2014,82,65,74,63,74,1017.940909,10,0, 
10/20/2014,80.7,61.3,70.5,60.8,73.7,1016.6,8.9,0,
10/20/2014,82,63,73,61,73,1016.586364,9,0, 
10/21/2014,82.1,57.8,69.2,55.2,65.3,1016.7,9.4,0,
10/21/2014,83,58,71,55,61,1016.925,9,0, 
10/22/2014,81.1,61.1,70.6,58.6,67.5,1017.9,9.9,0,
10/22/2014,83,61,72,59,67,1017.940909,10,,Rain
10/23/2014,81.7,65.4,72.4,59.5,65.4,1018.7,9.9,0.006,rain
10/23/2014,83,66,75,59,64,1018.956818,10,,Rain
10/24/2014,84.4,59.3,70.9,58.4,66.8,1019.7,9.9,0,
10/24/2014,85,60,73,59,64,1019.972727,10,0, 
10/25/2014,87.8,60.1,72.8,58.5,63.9,1019.5,9.8,0,
10/25/2014,88,62,75,59,62,1019.634091,10,0, 
10/26/2014,84.5,59.2,72.3,57.2,62.9,1015.5,9.7,0,
10/26/2014,86,61,74,58,62,1015.231818,10,0, 
10/27/2014,84.8,60.6,72.4,60.3,69.2,1011.8,9.7,0,
10/27/2014,86,62,74,61,67,1012.184091,10,0, 
10/28/2014,82.7,62.9,72,64,77.5,1014.7,9.9,0,
10/28/2014,84,65,75,65,74,1015.570455,10,0, 
10/29/2014,80.1,65.4,71.6,61.8,72,1019,9.9,0,
10/29/2014,81,65,73,62,68,1019.295455,10,0, 
10/30/2014,80.6,61.2,69.7,58.9,70.7,1018.9,9.8,0,
10/30/2014,82,63,73,59,72,1019.295455,10,,Rain
10/31/2014,75.3,59,66.1,48.8,58.7,1023.1,9.6,0.258,rain
10/31/2014,76,56,66,49,60,1023.359091,9,0.3,Rain
11/1/2014,66.8,45.6,55.8,39.5,55.8,1027.3,9.9,0,
11/1/2014,68,47,58,39,54,1027.422727,10,0, 
11/2/2014,74.6,46.1,59.7,45.3,60.5,1024.4,9.9,0,
11/2/2014,75,48,62,45,61,1024.713636,10,0, 
11/3/2014,75.8,58.7,67.8,57.5,70.3,1019.9,9.9,0,
11/3/2014,76,59,68,59,72,1019.972727,10,, 
11/4/2014,75.7,57.8,69.1,63.7,83.2,1018,9.1,0.571,rain
11/4/2014,75,58,67,63,87,1018.956818,8,0.56,Rain
11/5/2014,59,55.6,57.3,56.3,96.6,1020.7,6.3,1.576,rain
11/5/2014,59,55,57,56,97,1021.327273,6,1.51,Rain
11/6/2014,62.6,55.3,58.4,51.3,78.5,1025.2,9.4,0.098,rain
11/6/2014,63,55,59,51,75,1025.390909,10,0.04,Rain
